Waiting for GPS Fix
GPS Fix obtained at;14:45:19.000:000:000:;Date:3/2/2022
PPS;16055785
PPS;16122447
PPS;16056682
PPS;16060878
PPS;16060931
PPS;16061766
PPS;16061116
PPS;16061725
PPS;16059771
PPS;16060171
PPS;16060573
PPS;16058670
PPS;16058758
PPS;16058050
PPS;16059000
PPS;16059637
PPS;16062713
PPS;16062135
PPS;16063007
PPS;16060636
PPS;16059780
PPS;16059350
PPS;16059761
PPS;16062291
PPS;16062532
PPS;16062168
PPS;16064647
PPS;16064241
PPS;16061189
PPS;16061209
PPS;16058952
PPS;16058603
PPS;16059604
PPS;16060091
PPS;16060086
PPS;16062718
PPS;16061796
PPS;16061150
PPS;16060853
PPS;16062200
PPS;16062652
PPS;16061557
PPS;16063284
PPS;16058664
PPS;16057903
PPS;16057837
PPS;16058562
PPS;16060804
PPS;16059483
PPS;16061088
PPS;16059053
PPS;16060785
PPS;16059287
PPS;16056453
PPS;16058939
PPS;16058800
PPS;16059621
PPS;16059512
PPS;16060274
Stopping logging session;14:46:19.000:272:535:;Date:3/2/2022
